"","b_10","b_11","b_20","b_21","b_22","rho"
"37",1.89038586029988,-1.91436954969221,-0.966344799558242,1.93042906209548,-2.13176490016016,0.566933595631483
"38",1.98023519341878,-2.08263987510523,-0.967813137631459,2.01193720369684,-2.05150485667626,0.529806202994833
"39",1.96157663347364,-2.01720371090342,-0.999625359333653,1.89459801430545,-1.92018262233691,0.498461650422571
"40",1.90106596282878,-1.87676004735137,-1.12111226669864,2.1106767201629,-1.861534479924,0.459065238541146
"41",2.08812659104926,-2.05468765164722,-1.51925777156843,2.33629403221707,-1.64152683632167,0.222141015347081
"42",2.07092950863366,-1.99871257465379,-0.912897343518365,2.08057049719558,-2.21295383644264,0.551120298260682
"43",2.00377338035862,-2.03422110361861,-1.8671044905486,2.54320311195028,-1.46389418229122,0.194351312685975
"44",2.03360641880452,-1.97875170191092,-3.16947993358965,3.29984559740101,-0.411057338650873,-0.45546851811434
"45",2.02732555004673,-1.98631818703453,-1.07655000942375,2.14372553615932,-2.03307617583918,0.519233713582735
"46",2.00500383208487,-1.99185474572251,-1.11802416424479,2.05852927566674,-1.85833886740774,0.454770199657829
"47",1.96271454507073,-1.97256267217153,-0.420496580001485,1.65914976903093,-2.26714150378511,0.706737244457605
"48",2.14458885875976,-2.13692182477665,-1.22590101409829,2.05070339094393,-1.74233120291213,0.430807114329639
"49",1.92221109950476,-1.95725430178693,-0.880349758968305,1.94039748352502,-2.06548253635437,0.542002621239397
"50",1.96432430354688,-1.98110276137695,-0.408654058099622,1.57518800555208,-2.24731418251902,0.776495105966675
"51",1.99238315164402,-2.0228959643591,-0.629871806659852,1.82498316726703,-2.45787768498991,0.738730343161197
"52",1.93790197824001,-1.89875708861915,-1.03700935810738,2.01501505758181,-2.00488029673908,0.454435975622084
"53",1.99631187384099,-1.98272424897287,-1.99610236160177,2.62653877685224,-1.17963350389934,-0.00887096978234272
"54",2.19788440969218,-2.15186172413071,-3.12638273925469,3.18394757657633,-0.180345105687517,-0.556997485187488
"55",1.93802293129157,-1.98335890938884,-3.14284127672223,3.23329180676795,-0.176025148251763,-0.610795271489218
"56",1.86603030250744,-1.83758750718167,-0.494901814994208,1.67260598632651,-2.43159623013567,0.727707885968329
"57",2.12556225857338,-2.0763637921042,-0.221757101012202,1.41884913951746,-2.30188470954211,0.762064316900271
"58",1.97141129232233,-2.00704758094914,-0.893526556557223,1.8864848100039,-1.87166671722083,0.430355758513296
"59",1.92781715223984,-2.02102569446481,-2.39547031119499,2.86430299039698,-0.970431374274722,-0.145688232447412
"60",2.10105070832351,-1.99736287892407,-0.712708848068115,1.86058344212906,-2.16112961785701,0.631366293357743
"61",1.78858224178181,-1.69419620629019,-0.74869551289167,1.84107175070435,-2.15015334214004,0.634167950284041
"62",1.89301900290174,-1.85986567637265,-2.93110046883472,3.22792961363568,-0.390426125831157,-0.555770582829751
"63",1.94716668486677,-1.9286579630495,-3.19136990091837,3.15461569030698,-0.10518953096989,-0.592575672215232
"64",2.03323749995104,-2.03841370892452,-0.405401952419576,1.56147496099506,-2.28362543614915,0.72106740526126
"65",2.01139491042511,-1.90849928451949,-2.73863844379773,3.14142857290081,-0.834798098504102,-0.239595981974138
"66",2.03861678044978,-2.08761868410022,-0.632174228929482,1.8166673508425,-2.23777024469366,0.658697390233035
"67",2.13808815036254,-2.11390277583288,-0.881107351947472,1.98479777954044,-2.19442089495659,0.617551688002613
"68",2.13044486060175,-2.13650991125465,-0.883900895339278,1.84481622955452,-1.85051527518854,0.499177324132756
"69",2.03554343869577,-2.01108480357774,-2.03250399424428,2.76510375437558,-1.33000656891287,0.242759789329647
"70",2.10179047473928,-2.05049151035879,-0.255271767551946,1.58797679718466,-2.40373525204415,0.728359222258572
"71",2.23433673246564,-2.24112223364901,-0.894014673476962,2.07508627325565,-2.24903938540858,0.567296253548149
"72",1.99474721779447,-2.03064798411834,-0.439642781083239,1.52254940357961,-2.26006591058398,0.677685738940058
"73",2.11973360242061,-2.13351138206406,-0.682702424916594,1.86510826960373,-2.18628556017044,0.64879161580177
"74",2.16428429722882,-2.20878238783125,-1.41033374267035,2.2909475402766,-1.98554571321833,0.431960908044082
"75",2.13463000577843,-2.13566757152454,-1.72172232417324,2.40715649750782,-1.48495556723645,0.189624601058238
"76",2.26078369799,-2.23747648284497,-2.07983208205601,2.86548258618272,-1.42398873331802,0.0604197548909598
"77",2.20551057097127,-2.25308696118832,-2.03875519523366,2.51784648504074,-1.10998054390114,-0.0582175055090191
"78",1.84381771162426,-1.81011627820818,-0.761785825043021,1.78793996764473,-1.91725916981446,0.510591323506693
"79",1.92544144139758,-1.93607973605805,-0.490407875162176,1.66509028933026,-2.44787134455737,0.654843937006253
"80",2.02907557202111,-2.02225984657893,0.382470307193348,0.974194479165544,-2.57603380157578,0.871866704451764
"81",2.33455620572799,-2.21066250740453,-1.8801858608747,2.58656902038602,-1.44812485193563,0.257614255550621
"82",2.0903157758723,-2.10547871056867,-0.900486028339088,1.80248372010973,-1.9556512992116,0.51901840759223
"83",2.2260667955542,-2.26256274479049,-1.20139794447122,2.14355003929731,-1.94053849734607,0.409430023950647
"84",2.02873118429898,-2.01317810407109,-0.643879027267387,1.66074532272532,-2.21320788513216,0.673295676131339
"85",2.01967085940784,-2.04635773136203,-0.655621356534201,1.87402493779272,-2.43835723504357,0.736502974060084
"86",1.91748922026338,-1.98819950174406,-1.4140402593333,2.24981306510474,-1.72922944483951,0.263401690844043
"87",1.98013839976604,-2.02518036226773,-0.848097460349555,2.02616960686325,-2.27013223920376,0.645072188321862
"88",1.97111382591675,-1.96424176069093,-3.10444684529511,3.08611937675998,-0.109036331401691,-0.636476260022189
"89",1.94607509169606,-1.98162133065313,-1.03081283705346,1.95948110120287,-2.05464576940841,0.660688482903812
"90",1.93383561840814,-1.94302151909849,-2.9513417838066,2.96218895000677,0.0175951517234663,-0.650780621290712
"91",1.99077263096759,-2.07949035737696,-1.21334717371181,2.06443674925041,-1.73197635315193,0.374617321734658
"92",2.05633703431095,-2.05732139864125,-1.25444252715948,2.21966926206469,-1.99229315196055,0.441986380569955
"93",1.95028944999088,-1.97443859493858,0.111574493021074,1.23525987176514,-2.59438318317771,0.886772119646241
"94",1.98843198472499,-1.99125929199039,-3.33295803267745,3.26367670069324,-0.00967392141268483,-0.588384340875618
"95",2.13315243601641,-2.03088184725331,-0.683628100143012,1.93131228999286,-2.21215830295928,0.567871523133066
"96",1.88983180316317,-1.93178527974194,-0.797228657689246,1.84105141289757,-2.14713362587835,0.624929136294547
"97",2.11902970395026,-2.14581248076734,-1.04667215557198,2.00351715324134,-1.86626354933825,0.503227989875047
"98",2.1836235489524,-2.12931621139536,-0.983841348502452,2.00361626398129,-2.0218823109536,0.476241377537201
"99",1.84888468473604,-1.81504547534738,-3.12548065856677,3.44737697572033,-0.5415908065991,-0.413023667192952
"100",1.97276134279482,-1.98692203347773,-1.11567032598053,2.09657514284096,-1.85780206125432,0.55213602204389
